DATE_OF_BIRTH(e2,e1)	Martin Lundström (born  <e2> May 30, 1918 </e2> ) is a former Swedish cross-country skier <e1> who </e1> competed in the late 1940s and early 1950s.
PLACE_OF_BIRTH(e1,e2)	<e1> Jim Ross </e1> was born on January 3, 1952 in Fort Bragg, <e2> California </e2>, USA as James William Ross.
DATE_OF_BIRTH(e1,e2)	<e1> Abdeslam Ahizoune </e1> (born <e2> 20 April 1955 </e2> in Tiflet, Morocco) is the Chairman and Chief Executive Officer of Maroc Telecom; the Moroccan telecommunications company, and as such is a member of the Management Board of Vivendi corporation, MT's parent company.
PLACE_OF_BIRTH(e2,e1)	He was born in  <e2> Carmarthen </e2> , where he received <e1> his </e1> early education, then lived near Llanelli prior to moving to England.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> I </e1> previously worked as a permanent library assistant with Fingal County Council in Blanchardstown Library as well as a Temporary Library Assistant with Dun Laoghaire Rathdown County Council in dlr LexIcon Library in Dun Laoghaire and in <e2> Blackrock Library </e2>, so I possess extensive experience of working in a number of different library settings in the past few years.
PLACE_OF_RESIDENCE(e2,e1)	Born and raised in El Salvador,  <e2> Central America </e2> , <e1> Juan Lopezdabdoub </e1> moved to Canada with his family in 1991 leaving a Salvadorian civil war behind.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> I </e1> currently work as a full-time Service Desk Employee in the Customer Care department of <e2> Fernbach Financial Software S.A. </e2>, where I have started in February 2015.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> Fawcett </e1> resigned from the <e2> Ontario Assoc. of Architects </e2> in January 1962 and later died in Victoria, B.C. on 23 April 1976 (inf.
PLACE_OF_BIRTH(e2,e1)	Sergei Kuzmich Frolov (Russian: Серге́й Кузьми́ч Фроло́в; September 26, 1924 in Baklanka,  <e2> Vologda Governorate </e2>  of the USSR – 1998 in Saint Petersburg, Russian Federation) was a Soviet, Russian realist painter, watercolorist, graphic artist, and art teacher, <e1> who </e1> lived and worked in Saint Petersburg (former Leningrad), a member of the Saint Petersburg Union of Artists (before 1992: the Leningrad branch of Union of Artists of Russian Federation).
DATE_OF_BIRTH(e1,e2)	<e1> Nermin Gözukirmizi </e1>, scientific advisor and professor in Istanbul University, was born on <e2> June 18, 1951 </e2> in İzmit, Turkey.
PLACE_OF_RESIDENCE(e1,e2)	<e1> Pengilly </e1> is a resident of <e2> Victor Harbor </e2>, and was formerly the mayor of Kangaroo Island as well as chairman of the SA Country Fire Service Board from 1995 to 2000.
NATIONALITY(e1,e2)	<e1> Emilia Telese </e1> (born in Sarno, Italy,1973) is an <e2> Italian </e2> artist whose practice includes performance, visual, site-specific and video art, interactive and body-responsive technology, installation, literature and public art.
EDUCATED_AT(e1,e2)	He moved <e1> he </e1>re from New York (where he graduated from <e2> New York University </e2>) seeking a safe and cozy place to raise his family and fell in love with this area.
PLACE_OF_BIRTH(e1,e2)	<e1> Nora Lustig </e1> (born January 13, 1951 in <e2> Buenos Aires </e2>, Argentina) is the Samuel Z. Stone Professor of Latin American Economics in the Department of Economics at Tulane University and a non-resident Fellow at the Center for Global Development and the Inter-American Dialogue.
EDUCATED_AT(e2,e1)	Stata is an alumnus of  <e2> MIT </e2> , w<e1> he </e1>re he received bachelor's and master's degrees in Computer Science and Engineering in 1991, and a Ph.D. in 1996 under advisor John Guttag.
DATE_OF_BIRTH(e1,e2)	<e1> Chou Wen-chung </e1> (Chinese: 周 文 中; pinyin: Zhōu Wénzhōng; born <e2> June 29, 1923 </e2> in Yantai (Chefoo), Shandong, China) is a Chinese American composer of contemporary classical music.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> Rae </e1> is a founding member and past president of the Baltimore Chapter of the Association of Sewing and Design Professionals ( formally PACC) and served the organization nationally as Vice Chair for <e2> Chapter Relations </e2>.
PLACE_OF_BIRTH(e2,e1)	Friedrich Hayek CH ([ˈfʁiːdʁɪç ˈaʊ̯ɡʊst ˈhaɪ̯ɛk]; 8 May 1899 – 23 March 1992), born in  <e2> Austria-Hungary </e2>  as Friedrich August von Hayek and frequently referred to as F. A. Hayek, was an Austrian and British economist and philosopher best known for <e1> his </e1> defense of classical liberalism.
PLACE_OF_RESIDENCE(e1,e2)	Because his father was employed by the United States Army, <e1> Frank </e1> lived in <e2> Japan </e2>, Nevada, California, New York, Texas, North Carolina, and Hawaii during his childhood.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> Monroe David Donsker </e1> (October 17, 1924 – June 8, 1991) was an American mathematician and a professor of mathematics at <e2> New York University </e2> (NYU).
PLACE_OF_BIRTH(e1,e2)	<e1> Philippe Contamine </e1>, born 7 May 1932 in <e2> Metz </e2>, is a French historian of the Middle Ages who specialises in military history and the history of the nobility.
EMPLOYEE_OR_MEMBER_OF(e2,e1)	He became a professor at NYU's  <e2> Courant Institute of Mathematical Sciences </e2>  in 1962, about a year before his frequent co-author <e1> S.R.S. Varadhan </e1> started working there.
PLACE_OF_BIRTH(e1,e2)	<e1> Matthias Ettrich </e1> (born 14 June 1972 in <e2> Bietigheim-Bissingen </e2>, Baden-Württemberg) is a German computer scientist known for his contributions to the KDE and LyX projects.
EDUCATED_AT(e1,e2)	Established in 1990 by <e1> Tim Montgomerie </e1> and Conservative MP David Burrowes while they were students at <e2> Exeter University </e2>.
NATIONALITY(e1,e2)	Hassan Ghalibaf Asl (Persian: ح<e1> سن قالیباف اص </e1>ل, was born 1969 in Maragheh, East Azerbaijan) is an <e2> Iranian </e2> academic, Jurist, scholar and CEO of Tehran Stock Exchange.
DATE_OF_BIRTH(e1,e2)	<e1> Domenico De Sole </e1> (born <e2> 1944 </e2>) is an Italian businessman, chairman of Tom Ford International, and Sotheby's, director of Gap Inc., and former president and CEO of Gucci Group.
PLACE_OF_BIRTH(e1,e2)	<e1> Henry John LaRose </e1> (born October 25, 1951 in <e2> Pawtucket </e2>, Rhode Island) is a former pitcher in Major League Baseball who played briefly for the Boston Red Sox during the 1978 season.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> Jack St. Clair Kilby </e1> (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part (along with Robert Noyce) in the realization of the first integrated circuit while working at Texas Instruments (<e2> TI </e2>) in 1958.
DATE_OF_BIRTH(e1,e2)	<e1> Dmitry Borisovich Prusakov </e1>) (born <e2> 31 July 1965 </e2>, Moscow) is a Russian Egyptologist with Doktor nauk of history.
DATE_OF_BIRTH(e1,e2)	<e1> Gerhard Kraft </e1> (born <e2> 1941 </e2> in Heidelberg, Germany) is a German physicist, best known for introducing heavy ion cancer therapy in Europe.
PLACE_OF_RESIDENCE(e1,e2)	<e1> Amanda </e1> was born and raised in <e2> Charleston </e2>, South Carolina, and attended Bishop England High School on Daniel Island.
PLACE_OF_BIRTH(e2,e1)	Originally from  <e2> Wisconsin </e2> , <e1> I </e1> love sports and outdoor activities, Do-It-Yourself (DIY) projects, and traveling.
DATE_OF_BIRTH(e2,e1)	Jim Burris was born on  <e2> October 12, 1876 </e2>  in Knoxville, Tennessee, USA as <e1> James Henry Burris </e1>.
EDUCATED_AT(e1,e2)	Born in Belgrade, <e1> Dubravka </e1> graduated in journalism at the <e2> Faculty of Political Sciences </e2>, University of Belgrade in 1983, she started her career in 1982 on Radio Belgrade.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	On my return to South Africa in 2003, <e1> I </e1> joined ForwardSlash, an international online gaming company for 4 years where I was Head of Finance, serving on <e2> Exco </e2>.
PLACE_OF_RESIDENCE(e1,e2)	<e1> Hayek </e1> lived in Austria, <e2> Great Britain </e2>, the United States, and Germany and became a British subject in 1938.
PLACE_OF_RESIDENCE(e2,e1)	She had governesses before attending the Convent of the Holy Family in Littlehampton, Sussex, and migrated to  <e2> Western Australia </e2>  with <e1> her </e1> family when she was sixteen.
DATE_OF_BIRTH(e2,e1)	Thabo Mvuyelwa Mbeki (born  <e2> 18 June 1942 </e2> ) is a South African politician <e1> who </e1> served as the second post-Apartheid President of South Africa from 14 June 1999 to 24 September 2008.
PLACE_OF_BIRTH(e1,e2)	<e1> Henry John LaRose </e1> (born October 25, 1951 in Pawtucket, <e2> Rhode Island </e2>) is a former pitcher in Major League Baseball who played briefly for the Boston Red Sox during the 1978 season.
PLACE_OF_BIRTH(e2,e1)	Mrs. Polasek is a  <e2> San Antonio </e2>  native and recently earned <e1> her </e1> Bachelor of Public Administration degree with a minor and certificate in Nonprofit Management from the University of Texas at San Antonio.
DATE_OF_BIRTH(e1,e2)	<e1> Rossella Ratto </e1> (born <e2> 20 October 1993 </e2>) is an Italian racing cyclist.
DATE_OF_BIRTH(e1,e2)	"<e1> James Joseph ""Jimmy"" Chamberlin </e1> (born <e2> June 10, 1964 </e2>) is an American drummer and record producer."
PLACE_OF_BIRTH(e1,e2)	<e1> Louis Haslar </e1> was born on February 20, 1925 in Billericay, <e2> Essex </e2>, England as Stanley Halpin Haslar.
EDUCATED_AT(e1,e2)	On December 12, 2001 <e1> he </e1> was ordained a Deacon and began studying at <e2> St. Joseph’s Seminary </e2>, he was ordained a priest in August 2011 .
EMPLOYEE_OR_MEMBER_OF(e2,e1)	Mrs Neli Capatina Verdes has been employed as Accountant by  <e2> Radman Corporation SRL </e2>  where <e1> she </e1> actually works.
PLACE_OF_RESIDENCE(e2,e1)	Born in Polish Republic, raised in the  <e2> Soviet Union </e2> , immigrant to Israel, Shanin made <e1> his </e1> career in the United Kingdom until he went to Russia to found the Moscow School of Social and Economic Sciences.
PLACE_OF_BIRTH(e1,e2)	Nik Muhammad Farith Adruce bin Nik Adelin, professionally known as <e1> Nik Adruce </e1> (born 30 September 1994 in Bangsar, Kuala Lumpur, <e2> Malaysia </e2>) is a Malaysian TV host and actor.
DATE_OF_BIRTH(e1,e2)	Mr. <e1> Robert Hernreich </e1>, (born <e2> 1945 </e2>), is a previous owner of the Sacramento Kings of the National Basketball Association, the Texas Rangers of Major League Baseball, the Sacramento Monarchs of the WNBA, the Arizona Rattlers of the Arena Football League, and the Sacramento Knights of the World Indoor Soccer League.
EDUCATED_AT(e1,e2)	<e1> David Ostrowski </e1> (born 1981 in Cologne) is a German painter.He studied at <e2> Kunstakademie Düsseldorf </e2> with Albert Oehlen.
PLACE_OF_BIRTH(e2,e1)	Born on October 9, 1925 in  <e2> Mankato </e2> , Minnesota, <e1> he </e1> was the son of George and Augusta (Gahler) Kurzbein.
PLACE_OF_RESIDENCE(e1,e2)	In 1980, Australian millionaire Clyde Packer bought the magazine after leaving <e1> his </e1> native Australia and settling in <e2> Laguna Beach </e2> and ultimately, Santa Barbara.
PLACE_OF_BIRTH(e2,e1)	Jesús Daniel Castillo Ortiz Jr. (born July 15, 1962) is a professional wrestler, and son of a professional wrestler, best known in his native  <e2> Puerto Rico </e2>  as <e1> Huracan Castillo </e1>.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> He </e1> is also chairman of The Lowry, a theatre and arts venue in Salford, a Non-Executive Director of Equiniti, a business services company, a Director of Cornerstone <e2> which </e2> provides commercial property solutions to public policy problems and a Director of Constellation Healthcare Technologies, a US medical billing services provider.
EMPLOYEE_OR_MEMBER_OF(e2,e1)	Before joining Apple, he was CEO of the fashion house  <e2> Yves Saint Laurent </e2> , which is part of PPR.He was born on 16 February 1961 in Brussels, and was educated in Belgium before beginning <e1> his </e1> career.
NATIONALITY(e1,e2)	In 1992, her son, <e1> Paul Ilyinsky </e1>, who had become an <e2> American </e2> citizen, served in the U.S. Marine Corps, and was a three-time Mayor of Palm Beach, Florida, technically succeeded as head of the ducal and princely House of Holstein-Gottorp.
DATE_OF_BIRTH(e1,e2)	<e1> Eleuthere Paul du Pont </e1> (<e2> April 24, 1887 </e2> – September 26, 1950) was an American industrialist, and the son of Francis Gurney du Pont.
PLACE_OF_RESIDENCE(e2,e1)	Harding and Britton, who each lived in  <e2> Marion </e2> , Ohio, began <e1> their </e1> affair when he was a U.S. senator and it continued until his sudden death during his presidency.
EMPLOYEE_OR_MEMBER_OF(e2,e1)	For most of his life Baudouin de Courtenay worked at Imperial Russian universities: Kazan (1874–1883),  <e2> Dorpat </e2>  (as Tartu, Estonia was then known) (1883–1893), Kraków (1893–1899) in Austria-Hungary, and St. Petersburg (1900–1918), where he was known as Иван Александрович Бодуэн де Куртенэ (<e1> Ivan Aleksandrovich Boduen de Kurtene </e1>), and in Russia he is recognized as a Russian scientist.
PLACE_OF_RESIDENCE(e2,e1)	"His ties to the Northern  <e2> Chester County </e2>  community are deep: ""<e1> I </e1> was born here, I was raised here, and I've never left."""
EDUCATED_AT(e1,e2)	<e1> I </e1> enrolled at the second university in <e2> Anadolu University </e2> in 2017,this department is the Aviation Management.
DATE_OF_BIRTH(e1,e2)	<e1> Konstanty Laszczka </e1> (born <e2> September 3, 1865 </e2> in Makowiec Duży, died March 23, 1956, in Kraków) was a Polish sculptor, painter, graphic artist, as well as professor and rector of the Jan Matejko Academy of Fine Arts in Kraków.
PLACE_OF_RESIDENCE(e1,e2)	My eldest son, Kevin lives in San Diego now and my middle child, also a son, Sean lives in Hayward and my daughter, the youngest, Colleen <e1> who </e1> is 31 is moving to <e2> Michagan </e2>.
PLACE_OF_BIRTH(e1,e2)	<e1> Evan Thomas </e1> was born on February 17, 1891 in Vancouver, <e2> British Columbia </e2>, Canada as Elystan Owen Evan Thomas.
PLACE_OF_RESIDENCE(e2,e1)	Born and raised in  <e2> Massachusetts </e2> , <e1> he </e1> attended Deerfield Academy which he left before graduating to move to New York in 1965 to pursue filmmaking .
EMPLOYEE_OR_MEMBER_OF(e2,e1)	Bethesda Game Studios Dallas LLC (formerly Escalation Studios) is an American video game developer based in Dallas, Texas, founded in 2007 by ex- <e2> Ritual Entertainment </e2>  employees Tom Mustaine and <e1> Marc Tardif </e1>.
PLACE_OF_RESIDENCE(e2,e1)	Crombac shared an apartment in  <e2> Paris </e2>  with racer Jim <e1> Clark </e1> when Clark officially lived in Switzerland for tax reasons.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	Mr. <e1> Rabša </e1> served as the Chief Finance Officer of Exigen Services Ltd. and <e2> JSC Latvijas Balzams </e2>.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> He </e1> is Professor Emeritus of Economics and Statistics at the University of Michigan, and Visiting Professor at <e2> CERGE-EI </e2> in Prague.
PLACE_OF_RESIDENCE(e1,e2)	<e1> He </e1> then went to Harvard University and lived in <e2> America </e2> until his death.
NATIONALITY(e1,e2)	<e1> Robert Bagg </e1> (born 1935, New Jersey) is an <e2> American </e2> poet and translator.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	Prior to founding <e1> his </e1> own practice in New York in 1986, Robert Kahn worked for James Stirling, Michael Wilford & Associates, London, <e2> where </e2> he was Senior Designer.
DATE_OF_BIRTH(e1,e2)	<e1> Frank Sheriff </e1> (born <e2> 1957 </e2>) is an abstract sculptor who was born in Yokohama, Japan to an American father and a Japanese-American mother.
DATE_OF_BIRTH(e2,e1)	Alan Mauritz Swanson (born Chicago, Illinois  <e2> 29 October 1941 </e2> ) is an American composer and academic <e1> who </e1> lives in the Netherlands.
PLACE_OF_BIRTH(e2,e1)	Pagán, a native of  <e2> Manhattan </e2>  who spent much of <e1> his </e1> early life in Puerto Rico, became one of the two first openly gay men elected to the New York City Council in 1991, along with Thomas Duane, after Pagán narrowly upset the incumbent, Miriam Friedlander, in a close-fought Democratic primary.
EDUCATED_AT(e1,e2)	<e1> He </e1> graduated from St. John's High School in Massachusetts and later received his Bachelor of Business Administration from the <e2> University of Massachusetts Amherst </e2> in 1960 and his Master of Business Administration from Boston University in 1965.
PLACE_OF_BIRTH(e2,e1)	Miquette Giraudy (born 9 February 1953, Nice,  <e2> France </e2> ) is a keyboard player and vocalist, best known for <e1> her </e1> work in Gong and with her partner Steve Hillage.
EDUCATED_AT(e1,e2)	<e1> Robert Danisch </e1> has a PhD in Communication from the <e2> University of Pittsburgh </e2> (2004) and a BA from the University of Virginia in History and Philosophy.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	Prior to joining DNV in 2001, <e1> he </e1> was Professor of Ocean Engineering at the <e2> Memorial University of Newfoundland </e2> in Canada.
DATE_OF_BIRTH(e2,e1)	Chang Hee-jin (Korean: 장희진; born  <e2> September 5, 1986 </e2> ) is a South Korean former swimmer, <e1> who </e1> specialized in sprint freestyle events.
EDUCATED_AT(e1,e2)	<e1> Barclay </e1> was born at Hurkisgarth, in Sandwick, on the Mainland of Orkney, and educated at Oxtro School, in Birsay, <e2> George Heriot's School </e2>, in Edinburgh, and Edinburgh University (BSc; PhD 1947).
PLACE_OF_BIRTH(e2,e1)	Darlene Johnson was born on November 16, 1935 in  <e2> Australia </e2>  as <e1> Darlene Fraser Johnson </e1>.
PLACE_OF_RESIDENCE(e1,e2)	Born and raised in Southern California I started <e1> my </e1> locksmith career in 1994 in Temecula, <e2> CA </e2>.
EDUCATED_AT(e1,e2)	<e1> He </e1> was the first American to be the Master of an Oxford college, <e2> University College </e2> and was a significant benefactor to the College.
PLACE_OF_RESIDENCE(e1,e2)	In 1955, Ron and <e1> Lucille Engel </e1> moved from <e2> Waterloo </e2> Iowa and became owners of The Foursome.
EMPLOYEE_OR_MEMBER_OF(e2,e1)	Prior to joining  <e2> Apple </e2> , <e1> I </e1> was a chef for Destination Hotels and Resorts where I learned to prepare and manage budgets, and manage people to achieve service and financial objectives.
PLACE_OF_RESIDENCE(e1,e2)	<e1> He </e1> lived with his wife, Edna, in Hazlet and <e2> Keansburg </e2> before his incarceration.
DATE_OF_BIRTH(e2,e1)	Writer, screenwriter and director Žarko Petan ( <e2> 1929 </e2> –2014) was born in Ljubljana, spending <e1> his </e1> early childhood in Zagreb, Croatia.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> He </e1> is Vice Chairman of the Board of Visitors of the <e2> M.D. Anderson Cancer Center </e2> and the Board of Baylor College of Medicine and also serves on the boards of BioHouston and Rice University.
PLACE_OF_BIRTH(e1,e2)	<e1> Kostas Pagonis </e1> (born 11 September 1985 in <e2> Athens </e2>) is a Greek professional footballer, who last played for AEL 1964 FC in the Greek Football League.
PLACE_OF_BIRTH(e1,e2)	<e1> Myhailo Yosypovych Yadrenko </e1> (Ukrainian: Михайло Йосипович Ядренко) was born April 16, 1932, in the village of Drimailivka (<e2> Kulykivka </e2> district, Chernihiv region, Ukraine) and died September 28, 2004, in Kiev, Ukraine.
DATE_OF_BIRTH(e2,e1)	Beland Hugh Honderich, ( <e2> November 25, 1918 </e2>  – November 8, 2005) was a Canadian newspaper executive <e1> who </e1> was the Chairman and Publisher of the Toronto Star and Chairman and President of the Torstar Corporation.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	(Retired) <e1> Michael M. Reyna </e1> currently serves as Project Executive of the <e2> Financial Information System for California </e2> (FI$Cal).
PLACE_OF_BIRTH(e1,e2)	<e1> Hamilton </e1> was born in <e2> Pittsburgh </e2> and received his BA in English and an MA in History from Yale.
EMPLOYEE_OR_MEMBER_OF(e2,e1)	"Following Waldheim's victory, Chancellor Fred Sinowatz and other government members of the defeated  <e2> Socialist Party </e2>  stepped down, including the Minister of Foreign Affairs Leopold Gratz, <e1> who </e1> said he refused to ""direct the Austrian foreign service in the defense of President Waldheim."""
EMPLOYEE_OR_MEMBER_OF(e1,e2)	Before joining Raymond James Bank in 2006, <e1> he </e1> worked for <e2> Bank of America </e2> for 17 years serving as Tampa president and commercial banking executive for Central Florida.
DATE_OF_BIRTH(e1,e2)	<e1> Peter Stöger </e1> (born <e2> 11 April 1966 </e2>) is a retired Austrian footballer.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	<e1> He </e1> was a professor emeritus of classics at <e2> California State University, Fresno </e2>, and is currently the Martin and Illie Anderson Senior Fellow at Stanford University's Hoover Institution.
PLACE_OF_RESIDENCE(e1,e2)	Brightwell was born in Rawalpindi, British India, but moved to the UK with <e1> his </e1> family in 1946 and grew up in Donnington, <e2> Shropshire </e2>.
PLACE_OF_BIRTH(e1,e2)	<e1> Chang Yi </e1> (born Chang Po-shen on 24 February 1945) is a Hong Kong actor and director originally from <e2> Huizhou </e2>, China.
PLACE_OF_RESIDENCE(e1,e2)	There are about 210 international day students <e1> who </e1> live with their families in <e2> Rome </e2>.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	"Edward Lee ""Ted"" Thorndike (August 31, 1874 – August 9, 1949) was an American psychologist who spent nearly <e1> his </e1> entire career at Teachers College, <e2> Columbia University </e2>."
PLACE_OF_RESIDENCE(e1,e2)	<e1> Vadim </e1> moved from <e2> Moscow </e2> to Los Angeles in 2010 to coach at The Los Angeles International Fencing Center.
NATIONALITY(e1,e2)	<e1> Louis Schilders </e1> is a <e2> Belgian </e2> engineer and businessman in healthcare ICT.
PLACE_OF_RESIDENCE(e1,e2)	<e1> Alvares </e1> is married to Claude Alvares, a known environmental activist and the couple lives in <e2> Parra </e2>, Goa with their three children, Rahul, Samir and Milind.
NATIONALITY(e1,e2)	"Following <e1> Waldheim </e1>'s victory, Chancellor Fred Sinowatz and other government members of the defeated Socialist Party stepped down, including the Minister of Foreign Affairs Leopold Gratz, who said he refused to ""direct the <e2> Austrian </e2> foreign service in the defense of President Waldheim."""
NATIONALITY(e1,e2)	<e1> Héctor Alfredo Moreno Herrera </e1> (born 17 January 1988) is a <e2> Mexican </e2> professional footballer who plays for Dutch club PSV and the Mexico national team as a central defender.
EMPLOYEE_OR_MEMBER_OF(e1,e2)	Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part (along with <e1> Robert Noyce </e1>) in the realization of the first integrated circuit while working at Texas Instruments (<e2> TI </e2>) in 1958.
EDUCATED_AT(e1,e2)	<e1> Emily </e1> is currently a student at <e2> San Francisco State University </e2>, where she is pursuing a degree in business administration and management.
PLACE_OF_BIRTH(e2,e1)	Orval Roy Tessier (born June 30, 1933 in  <e2> Cornwall </e2> , Ontario) is a retired Canadian professional ice hockey centre and coach <e1> who </e1> played three seasons in the National Hockey League for the Montreal Canadiens and Boston Bruins.
NATIONALITY(e1,e2)	<e1> Julian Nott </e1> (born Julian Franklin Keith Nott, 23 August 1960 in Marylebone, London) is a <e2> British </e2> film composer, mostly of animated films.
PLACE_OF_RESIDENCE(e2,e1)	Okoye was born in London, and later moved to live in  <e2> Lagos </e2> , Nigeria with <e1> her </e1> family.
PLACE_OF_RESIDENCE(e2,e1)	Aimee was born in St. Louis, Missouri and moved to Billings,  <e2> Montana </e2>  when she was 4 and her dad finished <e1> his </e1> surgical residency at St. Louis University.
EDUCATED_AT(e2,e1)	He created the largest doctoral program in the United States (at the time) after becoming a professor at  <e2> Cornell University </e2> , and his first graduate student, <e1> Margaret Floy Washburn </e1>, became the first woman to be granted a PhD in psychology (1894).
DATE_OF_BIRTH(e1,e2)	<e1> Derek Lewis </e1> (born <e2> 9 July 1946 </e2>) is a former Director General of HM Prison Service, who was sacked in 1995 by then Home Secretary Michael Howard after a series of high profile escapes by IRA prisoners.
